ISSN,Volume,DOI,Issue,Publisher,Abstract,Publication Title,Title,Author
10613773,32,10.1002/cae.22723,3,Wiley-Blackwell,"This article examines the effectiveness and interest generated among primary and secondary education students through activities aimed at developing Computational Thinking skills, in the context of the coronavirus disease 2019 pandemic. The shift to online or hybrid learning models posed a significant challenge for educators, particularly those lacking digital skills. The study sought to answer several research questions, including the impact of online versus in‐person teaching on preuniversity students and gender differences in Computer Science perception, and Computational Thinking skills performance. The study employed a four‐phase methodology, consisting of pre‐ and posttraining measurements of Computer Science perception and Computational Thinking skills development through specific activities delivered in‐person or online. The results indicate that in‐person training is more effective for developing Computational Thinking skills, particularly at the secondary education level. Furthermore, there is a need to focus on maintaining girls' interest in Computer Science during primary school, as interest levels tend to decline significantly in secondary school. These findings have significant implications for Engineering Education in the context of digital transformation and the increasing importance of Computational Thinking skills in various fields of engineering. This study highlights the importance of developing Computational Thinking skills among preuniversity students and the need for effective training methods to achieve this goal and underscore the significance of investing in Engineering Education to prepare the next generation of engineers for the rapidly changing digital landscape. [ABSTRACT FROM AUTHOR] Copyright of Computer Applications in Engineering Education is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Computer Applications in Engineering Education,Training future engineers: Integrating Computational Thinking and effective learning methodologies into education.,"Herrero‐Álvarez, Rafael; León, Coromoto; Miranda, Gara; Segredo, Eduardo"
02664909,40,10.1111/jcal.12921,2,Wiley-Blackwell,"Background: Despite its obvious relevance to computer science, computational thinking (CT) is transdisciplinary with the potential of impacting one's analytical ability. Although countless efforts have been invested across K‐12 education, there is a paucity of research at the postsecondary level about the extent to which CT can contribute to sustainable learning outcomes. Objectives: The current study examines how a series of Arduino‐based robotics learning activities capture the fuller essence of concepts related to CT. Methods: College students (n = 50) completed a series of six robotics learning activities. Think‐alouds, student reflections and performance scores were used to assess students' CT through a robotics challenge in virtual and physical learning environments. Results and Conclusions: Students verbalized CT concepts related to algorithmic thinking much more than abstraction, problem decomposition and testing and debugging. Students exposed to active learning performed better in a virtual robotics challenge compared to their peers in a traditional‐oriented classroom. Students' scores on the physical robotics challenge increased as a function of the number of references they made to CT concepts during the think‐alouds. It is possible to design pedagogical experiences that tap into various dimensions of CT at incremental levels of complexity through a series of Arduino‐based robotics activities. With the integration of an online simulation, students can visualize and transfer their CT skills between a virtual and physical learning environment, thus leading to more sustainable learning outcomes. Lay Description: What is already known about this topic: Computational thinking (CT) is the conceptual foundation for problem‐solving.CT shifted from unplugged to plugged activities.CT concepts can be fostered through educational robotics. What this paper adds: A multi‐dimensional approach to assessing CT.Applications of CT provide insights into skill transfer.An integrative theoretical approach to study the 'how' and the 'what' of CT. Implications for practice: Educational robotics activities can cater to a fuller range of CT skills.Virtual simulations with constructive feedback are beneficial for students in traditional settings.Mixed learning environments contribute to making links between lectures and labs. [ABSTRACT FROM AUTHOR] Copyright of Journal of Computer Assisted Learning is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Journal of Computer Assisted Learning,Experimenting with computational thinking for knowledge transfer in engineering robotics.,"Chichekian, Tanya; Trudeau, Joel; Jawhar, Tawfiq; Corliss, Dylan"
02664909,40,10.1111/jcal.12900,2,Wiley-Blackwell,"Background: Computational thinking (CT) has been broadly considered one of the 21st‐century competencies, and an emerging trend has been seen in integrating CT into primary education. Cumulative research was conducted to investigate the influencing factors of CT learning performance, and an ample range of factors has been identified, involving both cognitive and non‐cognitive facets. However, limited has been done in exploring the non‐cognitive factors, and even less at the primary education level. Objective: To address this gap, this study bridged CT with personality in the primary school context, and more importantly, it proposed a mediator in the personality‐CT relationship that is, attitudinal beliefs, which are amenable to change, thereby allowing further support for nurturing the traits. Method: Based on the Big Five model of personality, standard tests were administered to a sample of 434 primary school students (ages 8–11), and data were analysed using structural equation modelling via Mplus. To improve the robustness of the results, control variables (i.e., demographic features, coding experience) were added to the research model, and a bootstrap approach with 5000 resamples was used to examine the mediating effect. Result and Conclusion: Findings demonstrated that Conscientiousness had a positive effect on CT, and attitudinal beliefs mediated the effect of Open‐mindedness (positive) and Negative Emotionality (negative) on CT. The study contributes to the literature by enriching the CT network with non‐intellectual components and unravelling the mechanism of CT regarding how disposition traits turn into learning performance. The results implicate practitioners on the importance of encouraging conscientious behaviours and nurturing positive attitudinal beliefs in CT primary education. Lay Description: What is already known about this topic: Personality traits can play a role in students' learning performance.The relationship between personality and computational thinking (CT) has been verified in teenage cohorts.Simply studying personalities may have limited practical implications, as these traits tend to be stable features that practitioners have little control over. What this paper adds: This is the first study investigating the effect of personalities on CT performance at the primary education level.The study examined the association between conscientiousness and CT performance.This is the first study revealing the underlying mechanism of the personality‐CT relationship.The study identified the mediating role of attitudinal beliefs in the personality‐CT relationship. The implications of study findings for practitioners: The study enriched the nomological network of CT in the primary context with essential non‐cognitive components.The study unravelled the underlying mechanism of the personality‐CT relationship, helping explain how personality traits turn into learning performance.The study indicated the importance of encouraging conscientious behaviours and nurturing positive attitudinal beliefs in CT primary education. [ABSTRACT FROM AUTHOR] Copyright of Journal of Computer Assisted Learning is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Journal of Computer Assisted Learning,Unravelling the underlying mechanism of computational thinking: The mediating role of attitudinal beliefs between personality and learning performance.,"Zhang, Shuhan; Wong, Gary K. W."
07356331,62,10.1177/07356331231225269,3,Sage Publications Inc.,"Computational thinking (CT), as a new future-oriented literacy, has gained attention at the basic education level. Graphical programming is the common way to develop CT in primary students, but this drag-and-drop programming may weaken students' understanding of programming's abstract concepts and code logic. Text-based programming approaches can solve the problems faced by graphical programming, but few studies have explored the impact of text-based programming on CT. Therefore, we conducted a quasi-experimental study with 98 6th graders to explore the impact of gamified Python programming on CT. The findings showed that CT skills, as well as abstraction and decomposition, pattern recognition and evaluation in CT sub-skills, were significantly higher with students in the experimental group than in the control group. Furthermore, we found that gamified Python programming enabled boys and girls to reach the same level of CT skills. However, in terms of CT sub-skills, we found that gamified Python programming was more beneficial to the development of pattern recognition and evaluation skills for boys and abstraction and decomposition skills for girls. This demonstrated the effectiveness of gamified Python programming to improve primary students' CT skills while clarifying the impact of gender and enriching research in the field of text-based programming. [ABSTRACT FROM AUTHOR] Copyright of Journal of Educational Computing Research is the property of Sage Publications Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Journal of Educational Computing Research,Effects of Gamified Python Programming on Primary School Students' Computational Thinking Skills: A Differential Analysis of Gender.,"Sun, Lihui; Liu, Junjie"
09210296,110,10.1007/s10846-024-02082-7,2,Springer Nature,"Computational Thinking has been recognized as an essential skill to be developed in individuals of the 21st Century. Various initiatives worldwide have been proposed to establish the most effective educational strategies and resources to support the development of these skills. With the publication of the Standards for Computing in Basic Education in Brazil (Complement to the National Base Common Curricular), Computer Science is expected to be taught as a fundamental science from Early Childhood Education to High School. In this context, this study presents the results of the students’ learning and the usability evaluation of the ThinkCarpet: an interactive educational robotics artifact built using alternative materials and Arduino, with the purpose of aiding in the development of the concept of algorithms in students from Middle School. Regarding the students’ learning, an average of 93.75% of valid solutions was observed for the algorithms validated through the use of the ThinkCarpet. In contrast, only 62% of valid solutions were identified in activities outside the proposed resource. As for the results of the application of the System Usability Scale (SUS), the results show a score of 83.59, which classifies the ThinkCarpet as excellent in a realistic scenario. [ABSTRACT FROM AUTHOR] Copyright of Journal of Intelligent & Robotic Systems is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Journal of Intelligent & Robotic Systems,Developing Computational Thinking in Middle School with an Educational Robotics Resource.,"Costa Junior, Almir de O.; Guedes, Elloá B.; Lima e Silva, João Paulo F.; Rivera, José Anglada"
07356331,62,10.1177/07356331231211916,2,Sage Publications Inc.,"Science, Technology, Engineering, and Mathematics (STEM) education is essential for developing future-ready learners in both secondary and higher education levels. However, as students transition to higher education, many encounter challenges with independent learning and research. This can negatively impact their Higher-Order Thinking Skills (HOTS), engagement, and practical expertise. This study introduces a solution: Computational Thinking Scaffolding (CTS) in the Jupyter Notebook environment, designed to enhance STEM education at the tertiary level. CTS incorporates five phases: Decomposition, Pattern Recognition, Abstraction, Algorithm Design, and Evaluation. Utilizing a quasi-experimental method, we assessed the impact of CTS on the HOTS, engagement, and practical skills of undergraduate and postgraduate students. Our findings hold substantial relevance for university educators, academic advisors, and curriculum designers aiming to enhance students' HOTS and hands-on capabilities in STEM disciplines. The results validate the effectiveness of CTS in elevating tertiary STEM learning outcomes, and they spotlight the adaptability of the Jupyter Notebook as a valuable tool in higher education. In conclusion, our research underscores the merits of CTS for improving outcomes in higher STEM education and sets a benchmark for future endeavors in this domain. [ABSTRACT FROM AUTHOR] Copyright of Journal of Educational Computing Research is the property of Sage Publications Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Journal of Educational Computing Research,"Integrating Computational Thinking Into Scaffolding Learning: An Innovative Approach to Enhance Science, Technology, Engineering, and Mathematics Hands-On Learning.","Lee, Hsin-Yu; Wu, Ting-Ting; Lin, Chia-Ju; Wang, Wei-Sheng; Huang, Yueh-Min"
07356331,62,10.1177/07356331231210946,2,Sage Publications Inc.,"Educational technologists and practitioners have made substantial strides in developing affordable digital and tangible resources to support both formal and informal computer science instruction. However, there is a lack of research on practice-based assignments, such as Internet of Things (IoT) projects, that allow undergraduate students to design and demonstrate educational robots using digital or physical assistance, especially when it comes to computational thinking (CT) and programming skills development in association with their psycho-emotional experience. This study compares the impact of Scratch and LEGO® WeDo robotic kits on students' CT and programming skills development. A quasi-experimental approach was conducted, involving two hundred forty-six participants (n = 246), who were equally divided between Scratch and LEGO® WeDo groups. Results indicate that the LEGO® WeDo group showed greater improvement in CT and programming skills development, while designing and presenting IoT projects. Nevertheless, no significant association between motivation, grit, and CT skills was observed. The findings highlight the potential of tangible robotics in facilitating students' hands-on learning and enhancing motivation to foster CT and programming skills. This study provides a wide range of implications for instructional designers on how to use tangible robotics to support hands-on IoT projects in computer science courses. [ABSTRACT FROM AUTHOR] Copyright of Journal of Educational Computing Research is the property of Sage Publications Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Journal of Educational Computing Research,"Assessing Computational Thinking, Motivation, and Grit of Undergraduate Students Using Educational Robots.","Pellas, Nikolaos"
07356331,62,10.1177/07356331231210560,2,Sage Publications Inc.,"Pair programming (PP) can help improve students' computational thinking (CT), but the trajectory of CT skills and the differences between high-scoring and low-scoring students in PP are unknown and need further exploration. In this study, a total of 32 fifth graders worked on Scratch tasks in 16 pairs. The group discourse of three learning topics (comprising 9 projects) was collected. After the audio files were transcribed, 1,303 conversations were obtained. They were analyzed via Epistemic Network Analysis (ENA) Webkit, which can reveal the trajectory of students' CT development via analyzing codes of discourse related to CT in PP. Three Scratch learning topics were assessed based on the Dr. Scratch platform to acquire the level of students' CT and to determine the low- and high-scoring groups. Results indicated that CT concepts and CT practices were always closely related in PP and CT practices, and CT perspectives could be gradually and closely related after a long period of CT training. A significant difference between the two groups' CT structures was found. The high-scoring group had more fragments of CT practice and connecting of CT perspectives, while the low-scoring group showed more fragments of CT concepts and expressing of CT perspectives. This research provides insights into cultivating primary school students' CT using Scratch in the context of PP. The findings can provide suggestions for instructors to design instructional interventions to facilitate students' CT skills via PP learning. Instructors can improve CT skills by guiding students to constantly ask questions, and specifying the role swap between driver and navigator in PP. Besides, instructors could give more consideration to the development of CT perspectives, and especially the ability to question. [ABSTRACT FROM AUTHOR] Copyright of Journal of Educational Computing Research is the property of Sage Publications Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Journal of Educational Computing Research,Using Epistemic Network Analysis to Explore Primary School Students' Computational Thinking in Pair Programming Learning.,"Su, Yu-Sheng; Wang, Shuwen; Liu, Xiaohong"
10494820,32,10.1080/10494820.2022.2088562,2,Taylor & Francis Ltd,"Creativity and computational thinking (CT) have been recognized as crucial skills for the twenty-first century and have been extensively researched in recent years. However, their connections have not yet been fully understood, and there is room to expand the body of knowledge. This study examines the impact of an intervention program to increase creativity on the acquisition of CT. Our findings highlight the contribution of the intervention on learning, particularly the unique contribution to students' acquisition of CT and computational creativity. Educators who want to promote CT should encourage creative thinking, whether through dedicated learning environments or by providing traditional thinking exercises. [ABSTRACT FROM AUTHOR] Copyright of Interactive Learning Environments is the property of Routledge and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Interactive Learning Environments,Cultivating creativity improves middle school students' computational thinking skills.,"Israel-Fishelson, Rotem; Hershkovitz, Arnon"
10613773,32,10.1002/cae.22732,4,Wiley-Blackwell,"Computational thinking (CT) has been promoted worldwide by educational systems and is an essential skill for technological citizens. Various strategies have been planned and developed to help in introducing, improving, and delivering CT. One of the strategies is by creating and developing the supporting tools for CT learning. In this article, educational robotics (ER) is chosen as the focus tool to support CT learning. Each CT and ER has a massive field of study. There are various available reports determining the suitability of CT subject integrated with ER for students' learning. However, all students do not develop similar style of learning and thinking. There is difference in their personal traits. There is a lack of research that designed CT learning through ER specifically based on student's preferences. Besides, it resulted in a challenge to determine the suitability of CT and ER for different kind of preferences. Therefore, this study aimed to develop an adaptive learning (AL) framework for students to deliver learning of CT through ER. The framework consists of three submodels: domain model, student model, and adaptation model. One case study is defined, which is learning the introductory level of CT through ER (CTER). At the end of the study, it can be observed that the AL framework produced positive results in performance and perception for various student categories. It was noted that students utilizing the AL framework had superior understanding of CTER. Individually or collaboratively, all students who applied or did not apply the AL framework in studying the CTER introduction had positive learning outcomes. [ABSTRACT FROM AUTHOR] Copyright of Computer Applications in Engineering Education is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Computer Applications in Engineering Education,Adaptive learning framework for learning computational thinking using educational robotics.,"Jamal, Nurul N.; Jawawi, Dayang N. A.; Hassan, Rohayanti; Mohamad, Radziah; Halim, Shahliza A.; Saadon, Nor A.; Isa, Mohd A.; Hamed, Haza N. A."
20763417,12,10.3390/app122111033,21,MDPI,"As research progresses, integrating computational thinking (CT) and designing interdisciplinary activities to teach various disciplines have gradually emerged as new ideas and important ways to develop the CT of students. This paper introduces the concept of design-based learning (DBL) and analyzes the internal connections between DBL and CT teaching. In this study, an interdisciplinary activity design model was constructed based on an analysis of existing design-based scientific cycle models and research into STEAM education, which is an approach to learning that uses science, technology, engineering, the arts, and mathematics as access points for guiding student inquiry, dialogue, and critical thinking. Next, specific activities with a focus on CT were designed to teach graphical programming to fifth grade students using Scratch. This quasi-experimental research was carried out to test the promotion effects of interdisciplinary activity design and traditional programming activities on the CT of students. Finally, the results showed that the proposed interdisciplinary activity design could develop the CT levels of students more effectively than traditional programming activities. [ABSTRACT FROM AUTHOR] Copyright of Applied Sciences (2076-3417) is the property of MDPI and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Applied Sciences (2076-3417),Developing Computational Thinking: Design-Based Learning and Interdisciplinary Activity Design.,"Wang, Dongqing; Luo, Liqiang; Luo, Jing; Lin, Sihong; Ren, Guangjie"
18456421,19,10.24138/jcomss-2022-0169,1,Croatian Communications & Information Society,"In modern and personalised education, there is a growing interest in developing learners' competencies and accurately assessing them. In a previous work, we proposed a procedure for deriving a learner model for automatic skill assessment from a task-specific competence rubric, thus simplifying the implementation of automated assessment tools. The previous approach, however, suffered two main limitations: (i) the ordering between competencies defined by the assessment rubric was only indirectly modelled; (ii) supplementary skills, not under assessment but necessary for accomplishing the task, were not included in the model. In this work, we address issue (i) by introducing dummy observed nodes, strictly enforcing the skills ordering without changing the network's structure. In contrast, for point (ii), we design a network with two layers of gates, one performing disjunctive operations by noisy-OR gates and the other conjunctive operations through logical ANDs. Such changes improve the model outcomes' coherence and the modelling tool's flexibility without compromising the model's compact parametrisation, interpretability and simple experts' elicitation. We used this approach to develop a learner model for Computational Thinking (CT) skills assessment. The CT-cube skills assessment framework and the Cross Array Task (CAT) are used to exemplify it and demonstrate its feasibility. [ABSTRACT FROM AUTHOR] Copyright of Journal of Communications Software & Systems is the property of Croatian Communications & Information Society and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Journal of Communications Software & Systems,Rubric-based Learner Modelling via Noisy Gates Bayesian Networks for Computational Thinking Skills Assessment.,"Adorni, Giorgia; Mangili, Francesca; Piatti, Alberto; Bonesana, Claudio; Antonucci, Alessandro"
20798954,11,10.3390/systems11010025,1,MDPI,"This study integrated the augmented reality (AR) technology into the ""Coding Ocean"" board game to provide players with real-time simulation of ship paths and learning scaffolds. Combined with Scratch block-based programming, an interactive learning environment is developed to assist elementary school students in learning coding skills from the unplugged board game to enhance their computational thinking concepts. The AR board game is focused on the programming concepts of sequential, and/or and loop. Through the process of treasure hunting, the basic concepts of computational thinking can be developed, i.e., abstraction, problem decomposition, pattern recognition and algorithmic thinking. In order to investigate the learning effectiveness of the AR board game on computational thinking and programming skills, a number of 51 third graders from an elementary school were recruited as research samples. The experimental group (n = 26) used the AR board game and the control group (n = 25) used the traditional board game for game-based learning. The experimental results indicate: (1) the learning effectiveness of computational thinking for the experimental group was significantly higher than that of the control group; (2) the learning achievement of the block-based programming skills for the experimental group was significantly higher than that of the control group; (3) the cognitive load of the experimental group was significantly lower than that of the control group. The AR technology can combine the unplugged board games with plugged learning modules to assist students in game-based learning, which is useful for enhancing computational thinking abilities while reducing the cognitive load. [ABSTRACT FROM AUTHOR] Copyright of Systems is the property of MDPI and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Systems,Effectiveness of AR Board Game on Computational Thinking and Programming Skills for Elementary School Students.,"Huang, Shih-Yun; Tarng, Wernhuar; Ou, Kuo-Liang"
22111662,29,10.1007/s10758-022-09636-4,1,Springer Nature,"Theorists and educators increasingly highlight the importance of computational thinking in STEM education. While various scaffolding strategies describe how to best support this skillset (i.e., paired programming, worked examples), less research has focused on the design and development of these digital tools. One way to support computational thinking and data science is through block coding and other ways that visualize the coding process. However, less is known about the learning experience design of these tools. Based on this gap, this work-in-progress study compared the learning experience design of novices and those with more advanced understanding of computational thinking. Results found differences emerge in the perceived dynamic interaction and scaffolding constructs of learning experience design. Implications for theory and practice are discussed. [ABSTRACT FROM AUTHOR] Copyright of Technology, Knowledge & Learning is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","Technology, Knowledge & Learning",Scaffolding Computational Thinking Through Block Coding: A Learner Experience Design Study.,"Tawfik, Andrew A.; Payne, Linda; Olney, Andrew M."
07356331,62,10.1177/07356331231205052,1,Sage Publications Inc.,"Computational thinking (CT) has gained considerable attention and in-depth discussion over the last two decades. Although the significance of CT has been highlighted, it could be challenging for educators to teach CT. Fortunately, adopting robots in education has been evidenced to be of benefit to promoting students' learning motivation, CT, and higher-order thinking skills. However, several significant factors affecting students' programming performances in robot-assisted learning activities have been identified, such as cognitive needs and organization. In this study, a CMR-BBP (concept map robot block-based programming) approach was designed by integrating concept maps into robot block-based programming to enhance students' programming learning. Moreover, a three-group experiment was carried out in an elementary school to evaluate their learning outcomes. The experimental results revealed that the CMR-BBP approach benefited the students' perceptions of their computational thinking and problem solving in comparison with the R-BBP (robot block-based programming) and C-BBP (conventional block-based programming) approaches. Furthermore, regarding cognitive load, both the CMR-BBP and R-BBP approaches enhanced the students' germane cognitive load, while the CMR-BBP approach effectively reduced their extrinsic cognitive load. This study could be a notable reference for designing other courses in conjunction with programming learning activities. [ABSTRACT FROM AUTHOR] Copyright of Journal of Educational Computing Research is the property of Sage Publications Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Journal of Educational Computing Research,Fostering Computational Thinking and Problem-Solving in Programming: Integrating Concept Maps Into Robot Block-Based Programming.,"Chen, Chih-Hung; Chung, Hsiang-Yu"
07380569,41,10.1080/07380569.2023.2220696,1,Taylor & Francis Ltd,"The aim of this study is to examine the effects of high school students' perceptions of computational thinking skills and perceptions of logical and mathematical intelligence on their programming self-efficacy. Descriptive survey model as a quantitative research design was used in the research. The data were collected face to face on a voluntary basis from 506 students aged 14-16 studying at various high schools in Türkiye. Thirteen incorrect or missing data items were removed. The remaining 496 data items were analyzed. Three scales were completed by the students: ""Computational Thinking Scale,"" ""Logical and Mathematical Intelligence Perception Scale"" and ""Programming Self-Efficacy Scale."" Structural equation modeling was used to test the relationship between the variables. The results indicate that high school students' computational thinking skills and mathematical and logical thinking skills have an effect on their programming self-efficacy. In addition, students' mathematical and logical thinking skills predicted their computational thinking skills. [ABSTRACT FROM AUTHOR] Copyright of Computers in the Schools is the property of Taylor & Francis Ltd and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Computers in the Schools,How Do Computational Thinking and Logical and Math Thinking Skills Predict Programming Self-Efficacy?,"Kayhan, Osman; Korkmaz, Özgen; Çakır, Recep"
26733951,3,10.3390/modelling3030022,3,MDPI,"Computational thinking (CT) is a critical skill needed for STEM professionals and educational interventions that emphasize CT are needed. In engineering, one potential pedagogical tool to build CT is modeling, an essential skill for engineering students where they apply their scientific knowledge to real-world problems involving planning, building, evaluating, and reflecting on created systems to simulate the real world. However, in-depth studies of how modeling is done in the class in relation to CT are limited. We used a case study methodology to evaluate a model-planning activity in a final-year undergraduate engineering classroom to elicit CT practices in students as they planned their modeling approach. Thematic analysis was used on student artifacts to triangulate and identify diverse ways that students used CT practices. We find that model-planning activities are useful for students to practice many aspects of CT, such as abstraction, algorithmic thinking, and generalization. We report implications for instructors wanting to implement model-planning activities into their classrooms. [ABSTRACT FROM AUTHOR] Copyright of Modelling is the property of MDPI and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Modelling,Characterizing Computational Thinking in the Context of Model-Planning Activities.,"Lyon, Joseph A.; Magana, Alejandra J.; Streveler, Ruth A."
18657923,17,10.3991/ijim.v16i14.30463,14,International Journal of Interactive Mobile Technologies,"The pandemic situation forces us to use technology in learning. Likewise, prospective teachers who do field practice must prepare themselves to learn to use technology. So to overcome this, research was carried out to analyze the validation process, practicality, and the improvement of teaching practice before and after using the Computational Thinking (CT) based teaching practice model. This study uses Research and Development (R&D) with the ADDIE model, validation sheets, and practicality questionnaires used. The results showed that the design of teaching practice based on the CT approach was very feasible to use, marked by valid category, as indicated by the percentage value of 96% of teaching mathematics experts and 94% of technology experts, and practical use with a value of 95%, as well as an increase in the creativity of teaching practice. We recommend a CT-based teaching practice model using Ed-Tech on a hybrid learning system. This research is still limited to the mathematics department, and for future researchers to carry out this practice in other majors in the university environment. [ABSTRACT FROM AUTHOR] Copyright of International Journal of Interactive Mobile Technologies is the property of International Journal of Interactive Mobile Technologies and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",International Journal of Interactive Mobile Technologies,A Teaching Practice Design Based on a Computational Thinking Approach for Prospective Math Teachers Using Ed-Tech Apps.,"Aminah, Neneng; Sukestiyarno, Y. L.; Wardono; Cahyono, Adi Nur"
07356331,62,10.1177/07356331231204653,3,Sage Publications Inc.,"Although previous research has provided some insights into the effects of block-based and text-based programming modalities, there is a dearth of a detailed, multi-dimensional analysis of the transition process from different introductory programming modalities to professional programming learning. This study employed a quasi-experimental design to address this gap, involving 64 secondary school students in two groups. For the beginning five weeks, the first group used an introductory block-based programming environment, while the second group used an introductory text-based programming environment. Then, both groups transitioned to professional text-based programming for the subsequent eight weeks. The results showed that participants who transitioned from introductory text-based programming to professional text-based programming (1) significantly outperformed in computational thinking skills; (2) had more code-writing and debugging behaviors and fewer irrelevant behaviors, and (3) had more interactions with the instructor. No significant differences were observed between the two groups regarding enjoyment, confidence, and interest in programming. Drawing on these findings, this study proposes pedagogical implications that could facilitate the adoption of programming modalities within the broader context of STEM education. [ABSTRACT FROM AUTHOR] Copyright of Journal of Educational Computing Research is the property of Sage Publications Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Journal of Educational Computing Research,"Transitioning From Introductory to Professional Programming in Secondary Education: Comparing Learners' Computational Thinking Skills, Behaviors, and Attitudes.","Sun, Dan; Zhu, Chengcong; Xu, Fan; Li, Yan; Ouyang, Fan; Cheng, Miaoting"
